Survey,Survey Cycle,Vessel,Cruise Leg,Trawl Id,Trawl Performance,Trawl Date,Trawl Start Time,Best Latitude (dd),Best Longitude (dd),Best Position Type,Best Depth (m),Best Depth Type,Trawl Duration (min),Area Swept by the Net (hectares),Temperature At the Gear (degs C)
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,3,200603018095,Fisheries Assessment Acceptable,9/17/06,9/17/06 13:33,39.98028135,-124.6938427,Gear Start Haulback,1084.2,Bottom Depth,19.5,2.1393,3.47
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,3,200603018096,Fisheries Assessment Acceptable,9/17/06,9/17/06 16:29,40.0339,-124.51465,Vessel Track Midpoint,939.9,Bottom Depth,34.1,3.319563,3.84
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,3,200603018097,Fisheries Assessment Acceptable,9/18/06,9/18/06 7:08,39.38201477,-124.1030279,Gear Track Midpoint,736.1,Bottom Depth,23.6,2.73564,4.35
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,3,200603018098,Fisheries Assessment Acceptable,9/18/06,9/18/06 9:08,39.31624499,-123.9522444,Gear Track Midpoint,167,Bottom Depth,17.6,1.821934,9.09
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,3,200603018099,Fisheries Assessment Acceptable,9/18/06,9/18/06 11:16,39.10762575,-123.8697937,Gear Start Haulback,111.3,Bottom Depth,19,1.99056,9.3
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,3,200603018100,Fisheries Assessment Acceptable,9/18/06,9/18/06 12:36,39.09019756,-123.8658425,Gear Start Haulback,107.1,Bottom Depth,17,1.876446,9.31
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,3,200603018101,Fisheries Assessment Acceptable,9/18/06,9/18/06 14:05,39.00769136,-123.902185,Gear Track Midpoint,125.2,Bottom Depth,17.4,1.90165,9.25
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,3,200603018102,Fisheries Assessment Acceptable,9/18/06,9/18/06 15:54,39.00528496,-123.8149551,Gear Track Midpoint,89.8,Bottom Depth,18.3,1.917505,9.53
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,3,200603018103,Fisheries Assessment Acceptable,9/18/06,9/18/06 17:44,38.84545997,-123.7538291,Gear Start Haulback,91.5,Bottom Depth,17,1.860287,9.63
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,3,200603018104,Fisheries Assessment Acceptable,9/19/06,9/19/06 6:59,38.78262816,-123.8257078,Gear Start Haulback,152.6,Bottom Depth,18.8,1.932336,9.16
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,3,200603018105,Fisheries Assessment Acceptable,9/19/06,9/19/06 10:13,38.5473125,-123.5304125,Vessel Track Midpoint,137.7,Bottom Depth,17,1.89689,9.17
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,3,200603018106,Fisheries Assessment Acceptable,9/19/06,9/19/06 12:13,38.54878887,-123.407144,Gear Track Midpoint,95.4,Bottom Depth,17.3,1.837935,9.52
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,3,200603018107,Fisheries Assessment Acceptable,9/19/06,9/19/06 14:53,38.31193578,-123.4304268,Gear Track Midpoint,170.2,Bottom Depth,18.4,1.748541,9.22
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,3,200603018108,Fisheries Assessment Acceptable,9/19/06,9/19/06 18:12,38.27448855,-123.1595233,Gear Track Midpoint,87.1,Bottom Depth,17.6,1.56044,9.65
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,3,200603018109,Fisheries Assessment Acceptable,9/20/06,9/20/06 8:47,38.17780637,-123.5703482,Gear Start Haulback,666.8,Bottom Depth,17.7,2.036133,5.09
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,3,200603018111,Fisheries Assessment Acceptable,9/20/06,9/20/06 12:32,38.01231414,-123.3483054,Gear Track Midpoint,111.9,Bottom Depth,17.5,1.81896,9.52
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,3,200603018112,Fisheries Assessment Acceptable,9/20/06,9/20/06 15:35,37.93949465,-123.4386784,Gear Track Midpoint,141.6,Bottom Depth,17.2,1.908576,9.56
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,3,200603018113,Fisheries Assessment Acceptable,9/20/06,9/20/06 18:30,37.86467779,-123.3360118,Gear Track Midpoint,117.3,Bottom Depth,17.1,1.800864,9.8
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,3,200603018114,Fisheries Assessment Acceptable,9/21/06,9/21/06 7:03,37.85044456,-123.2311687,Gear Track Midpoint,101.4,Bottom Depth,18.4,1.859664,9.68
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,3,200603018115,Fisheries Assessment Acceptable,9/21/06,9/21/06 9:54,37.9288875,-123.1723958,Vessel Track Midpoint,95.5,Bottom Depth,17.3,1.8347,9.73
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,4,200603018116,Fisheries Assessment Acceptable,9/25/06,9/25/06 7:01,36.2742093,-122.0563826,Gear Track Midpoint,382.6,Bottom Depth,15.9,1.506052,8.26
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,4,200603018117,Fisheries Assessment Acceptable,9/25/06,9/25/06 9:55,36.3323579,-122.0254433,Gear Start Haulback,124.6,Bottom Depth,17,1.640682,10.23
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,4,200603018118,Fisheries Assessment Acceptable,9/25/06,9/25/06 12:05,36.35358098,-121.9881805,Gear Start Haulback,118,Bottom Depth,18.4,1.661332,10.1
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,4,200603018119,Fisheries Assessment Acceptable,9/25/06,9/25/06 14:45,36.16106673,-121.8318224,Gear Track Midpoint,573.4,Bottom Depth,16.3,1.891065,5.86
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,4,200603018120,Fisheries Assessment Acceptable,9/25/06,9/25/06 18:06,35.86150033,-121.6130065,Gear Start Haulback,648,Bottom Depth,16.3,1.689273,5.57
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,4,200603018121,Fisheries Assessment Acceptable,9/26/06,9/26/06 7:09,35.32985015,-121.6944638,Gear Track Midpoint,1155.7,Bottom Depth,19.6,1.989792,3.51
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,4,200603018122,Fisheries Assessment Acceptable,9/26/06,9/26/06 8:46,35.35852633,-121.6355192,Gear Track Midpoint,1047.6,Bottom Depth,18.9,2.045358,3.92
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,4,200603018124,Fisheries Assessment Acceptable,9/26/06,9/26/06 13:51,35.60843333,-121.9264417,Vessel Track Midpoint,1002.1,Bottom Depth,17.9,2.086765,3.8
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,4,200603018125,Fisheries Assessment Acceptable,9/26/06,9/26/06 17:50,35.77148358,-121.5130153,Gear Track Midpoint,462.1,Bottom Depth,14,1.408904,6.83
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,4,200603018126,Fisheries Assessment Acceptable,9/27/06,9/27/06 6:59,35.54862398,-121.4561053,Gear Start Haulback,658.9,Bottom Depth,16,1.551452,5.5
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,4,200603018127,Fisheries Assessment Acceptable,9/27/06,9/27/06 11:36,35.07004167,-121.0387083,Vessel Track Midpoint,448.2,Bottom Depth,15.8,1.57828,7.07
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,4,200603018128,Fisheries Assessment Acceptable,9/27/06,9/27/06 12:54,35.04959991,-121.0882677,Gear Track Midpoint,510.6,Bottom Depth,16.7,1.707055,6.73
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,4,200603018129,Fisheries Assessment Acceptable,9/28/06,9/28/06 6:55,35.33971482,-120.9418371,Gear Start Haulback,76.8,Bottom Depth,16.8,1.663377,12.15
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,4,200603018130,Fisheries Assessment Acceptable,9/28/06,9/28/06 9:13,35.08774167,-120.79255,Vessel Track Midpoint,76.2,Bottom Depth,17.4,2.01026,11.44
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,4,200603018131,Fisheries Assessment Acceptable,9/28/06,9/28/06 11:42,34.98855271,-121.0930463,Gear Track Midpoint,522.4,Bottom Depth,15.8,1.61424,6.27
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,4,200603018133,Fisheries Assessment Acceptable,9/28/06,9/28/06 17:57,34.63998677,-121.4236768,Gear Track Midpoint,940.8,Bottom Depth,17.7,1.942944,4.25
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,4,200603018136,Fisheries Assessment Acceptable,9/29/06,9/29/06 11:04,34.60304886,-121.3997279,Gear Track Midpoint,1018.2,Bottom Depth,21.8,2.544717,3.72
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,4,200603018137,Fisheries Assessment Acceptable,9/29/06,9/29/06 15:08,34.21850989,-121.0341211,Gear Track Midpoint,1028.2,Bottom Depth,16.6,1.795508,3.67
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,4,200603018138,Fisheries Assessment Acceptable,9/29/06,9/29/06 18:21,34.362336,-120.6897595,Station-defined Midpoint,530.1,Bottom Depth,15.2,1.717821,6.22
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,4,200603018139,Fisheries Assessment Acceptable,9/30/06,9/30/06 7:06,34.22074042,-120.3861535,Gear Start Haulback,462.7,Bottom Depth,15.4,1.68516,6.85
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,4,200603018140,Fisheries Assessment Acceptable,9/30/06,9/30/06 11:01,34.19642561,-119.8277729,Gear Start Haulback,422.9,Bottom Depth,15.9,1.506624,7.55
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,4,200603018141,Fisheries Assessment Acceptable,9/30/06,9/30/06 13:05,34.28393485,-119.770658,Gear Track Midpoint,243,Bottom Depth,17.2,1.835148,9.18
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,4,200603018142,Fisheries Assessment Acceptable,9/30/06,9/30/06 16:01,34.30251609,-119.690218,Gear Track Midpoint,121.8,Bottom Depth,16.9,1.826752,10.34
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,4,200603018143,Fisheries Assessment Acceptable,10/1/06,10/1/06 7:05,34.23067874,-119.5604415,Gear Track Midpoint,97.7,Bottom Depth,17.3,2.030886,10.58
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,4,200603018144,Fisheries Assessment Acceptable,10/1/06,10/1/06 9:21,34.17738082,-119.5711417,Gear Track Midpoint,239.3,Bottom Depth,17.6,1.728544,9.25
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,5,200603018147,Fisheries Assessment Acceptable,10/5/06,10/5/06 18:21,33.665744,-119.8912469,Gear Start Haulback,138,Bottom Depth,18.2,1.836202,9.58
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,5,200603018150,Fisheries Assessment Acceptable,10/6/06,10/6/06 17:26,33.9223315,-118.7221382,Gear Start Haulback,514.2,Bottom Depth,18,1.995557,6.84
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,5,200603018152,Fisheries Assessment Acceptable,10/7/06,10/7/06 9:15,33.77441252,-118.4629544,Gear Start Haulback,78.8,Bottom Depth,16.8,1.890588,11.39
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,5,200603018153,Fisheries Assessment Acceptable,10/7/06,10/7/06 12:19,33.89112875,-118.6074362,Gear Start Haulback,84.8,Bottom Depth,16.2,1.606024,11.08
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,5,200603018154,Fisheries Assessment Acceptable,10/8/06,10/8/06 6:53,33.53576169,-118.7001854,Gear Start Haulback,403.6,Bottom Depth,15.5,1.37619,7.53
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,5,200603018155,Fisheries Assessment Acceptable,10/8/06,10/8/06 8:49,33.53261996,-118.5964954,Gear Track Midpoint,500.9,Bottom Depth,17.1,1.46699,6.95
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,5,200603018156,Fisheries Assessment Acceptable,10/8/06,10/8/06 10:50,33.41015234,-118.5274504,Gear Track Midpoint,119.8,Bottom Depth,17.7,1.87002,10.12
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,5,200603018157,Fisheries Assessment Acceptable,10/8/06,10/8/06 13:05,33.33635001,-118.6099531,Gear Track Midpoint,1245.9,Bottom Depth,16.6,1.620528,4.11
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,5,200603018159,Fisheries Assessment Acceptable,10/8/06,10/8/06 17:09,33.24113485,-118.3670756,Gear Track Midpoint,1168.8,Bottom Depth,17.4,1.664777,4.18
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,5,200603018160,Fisheries Assessment Acceptable,10/9/06,10/9/06 8:15,33.25086324,-118.0427579,Gear Track Midpoint,879.8,Bottom Depth,26.6,3.1548,4.45
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,5,200603018161,Fisheries Assessment Acceptable,10/9/06,10/9/06 10:26,33.29451497,-118.0837579,Gear Track Midpoint,835,Bottom Depth,18.4,1.786686,4.6
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,5,200603018162,Fisheries Assessment Acceptable,10/9/06,10/9/06 12:42,33.25930296,-118.2280372,Gear Track Midpoint,240.3,Bottom Depth,14.1,1.253802,9
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,5,200603018163,Fisheries Assessment Acceptable,10/9/06,10/9/06 15:03,33.08491899,-118.2419588,Gear Track Midpoint,1116.8,Bottom Depth,16.8,1.756469,4.19
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,5,200603018164,Fisheries Assessment Acceptable,10/10/06,10/10/06 7:04,33.0925097,-118.6766034,Gear Track Midpoint,451.3,Bottom Depth,15.7,2.099873,
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,5,200603018165,Fisheries Assessment Acceptable,10/10/06,10/10/06 9:23,32.89160304,-118.6219916,Gear Track Midpoint,509.4,Bottom Depth,15,1.421874,6.54
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,5,200603018166,Fisheries Assessment Acceptable,10/10/06,10/10/06 12:07,32.72070342,-118.3856851,Gear Start Haulback,303.2,Bottom Depth,15.1,1.5639,7.75
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,5,200603018167,Fisheries Assessment Acceptable,10/11/06,10/11/06 7:40,33.37743482,-117.6603442,Gear Track Midpoint,79.2,Bottom Depth,16.7,1.681538,11.06
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,5,200603018168,Fisheries Assessment Acceptable,10/11/06,10/11/06 9:50,33.19788921,-117.7037304,Gear Track Midpoint,799.8,Bottom Depth,27.4,2.04325,4.7
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,5,200603018169,Fisheries Assessment Acceptable,10/11/06,10/11/06 12:14,33.0568125,-117.7092458,Vessel Track Midpoint,850.4,Gross Operation Depth,22.2,2.294153,
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,5,200603018170,Fisheries Assessment Acceptable,10/11/06,10/11/06 15:00,33.07300917,-117.4502828,Gear Track Midpoint,492,Bottom Depth,16.7,2.001552,
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Raven,5,200603018171,Fisheries Assessment Acceptable,10/12/06,10/12/06 8:48,32.96938653,-117.3722191,Gear Track Midpoint,513.3,Bottom Depth,16.5,1.473539,
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008001,Fisheries Assessment Acceptable,8/18/07,8/18/07 6:51,45.24125148,-124.9093702,Gear Track Midpoint,948.3,Bottom Depth,25.3,3.458106,3.82
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008002,Fisheries Assessment Acceptable,8/18/07,8/18/07 10:45,45.20583393,-124.4805924,Gear Track Midpoint,400.3,Bottom Depth,15.5,1.5673,6.01
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008003,Fisheries Assessment Acceptable,8/18/07,8/18/07 13:34,45.23269311,-124.371048,Gear Track Midpoint,360.5,Bottom Depth,17.1,1.930257,6.44
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008004,Fisheries Assessment Acceptable,8/18/07,8/18/07 15:45,45.25750587,-124.2624137,Gear Track Midpoint,173.3,Bottom Depth,15.8,1.70505,7.22
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008005,Fisheries Assessment Acceptable,8/18/07,8/18/07 17:55,45.45577843,-124.1494726,Gear Track Midpoint,109.5,Bottom Depth,15.7,1.707776,7.38
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008006,Fisheries Assessment Acceptable,8/18/07,8/18/07 19:38,45.49168539,-124.3434924,Gear Track Midpoint,177.1,Bottom Depth,16.2,1.68912,7.08
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008007,Fisheries Assessment Acceptable,8/19/07,8/19/07 6:23,45.70357774,-124.1726311,Gear Track Midpoint,106.9,Bottom Depth,15.7,1.604881,7.39
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008008,Fisheries Assessment Acceptable,8/19/07,8/19/07 7:54,45.69513588,-124.2552004,Gear Track Midpoint,132.1,Bottom Depth,15.9,1.55636,7.28
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008009,Fisheries Assessment Acceptable,8/19/07,8/19/07 9:32,45.83198525,-124.3051562,Gear Start Haulback,139.5,Bottom Depth,15.7,1.500624,7.23
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008010,Fisheries Assessment Acceptable,8/19/07,8/19/07 11:14,45.91708939,-124.2476411,Gear Track Midpoint,115.5,Bottom Depth,17,1.78514,7.29
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008011,Fisheries Assessment Acceptable,8/19/07,8/19/07 13:01,45.96141453,-124.4495939,Gear Start Haulback,146.2,Bottom Depth,15.7,1.472946,7.11
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008012,Fisheries Assessment Acceptable,8/19/07,8/19/07 15:01,46.09338732,-124.3148048,Gear Track Midpoint,107.2,Bottom Depth,16.3,1.619337,7.29
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008013,Fisheries Assessment Acceptable,8/19/07,8/19/07 16:13,46.11881053,-124.3008463,Gear Track Midpoint,102.2,Bottom Depth,15.8,1.623483,7.3
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008014,Fisheries Assessment Acceptable,8/20/07,8/20/07 6:25,45.99323977,-124.0931156,Gear Track Midpoint,72,Bottom Depth,16,1.568577,7.46
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008015,Fisheries Assessment Acceptable,8/20/07,8/20/07 9:25,46.16048812,-124.5136343,Gear Track Midpoint,135.7,Bottom Depth,15.8,1.649808,7.12
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008016,Fisheries Assessment Acceptable,8/20/07,8/20/07 14:13,46.49952916,-124.8359332,Gear Track Midpoint,1215.3,Bottom Depth,23.3,2.52705,3.16
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008017,Fisheries Assessment Acceptable,8/20/07,8/20/07 17:42,46.62408178,-124.341981,Gear Track Midpoint,73.1,Bottom Depth,16.4,1.653962,7.41
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008018,Fisheries Assessment Acceptable,8/20/07,8/20/07 19:11,46.76623013,-124.3344565,Gear Track Midpoint,60,Bottom Depth,16.8,1.612032,7.38
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008019,Fisheries Assessment Acceptable,8/21/07,8/21/07 6:19,46.81930375,-124.4666371,Gear Track Midpoint,83.3,Bottom Depth,16.8,1.95017,7.38
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008020,Fisheries Assessment Acceptable,8/21/07,8/21/07 8:20,46.99017443,-124.6763526,Gear Track Midpoint,106.5,Bottom Depth,16.5,1.8375,7.28
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008021,Fisheries Assessment Acceptable,8/21/07,8/21/07 10:42,47.18429658,-124.6091484,Gear Track Midpoint,80.2,Bottom Depth,15.8,1.50696,7.36
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008022,Fisheries Assessment Acceptable,8/21/07,8/21/07 12:59,47.42211204,-124.7382163,Gear Track Midpoint,112.4,Bottom Depth,15.9,1.571256,7.28
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008023,Fisheries Assessment Acceptable,8/21/07,8/21/07 14:45,47.52318239,-124.9327104,Gear Track Midpoint,175.9,Bottom Depth,15.4,1.712448,7.17
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008024,Fisheries Assessment Acceptable,8/21/07,8/21/07 17:08,47.75528179,-124.819825,Gear Track Midpoint,85.9,Bottom Depth,15.9,1.625142,7.16
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008025,Fisheries Assessment Acceptable,8/21/07,8/21/07 18:49,47.85767181,-124.9650151,Gear Track Midpoint,110.3,Bottom Depth,15.9,1.631988,7.09
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008026,Fisheries Assessment Acceptable,8/22/07,8/22/07 6:22,48.41572992,-124.778028,Gear Track Midpoint,211.4,Bottom Depth,15.2,1.42534,6.79
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008027,Fisheries Assessment Acceptable,8/22/07,8/22/07 8:59,48.40365181,-124.9111385,Gear Start Haulback,226.9,Bottom Depth,15.7,1.648368,6.61
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008028,Fisheries Assessment Acceptable,8/22/07,8/22/07 12:05,48.23034957,-125.1672497,Gear Track Midpoint,197.9,Bottom Depth,15.4,1.611416,6.73
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008029,Fisheries Assessment Acceptable,8/22/07,8/22/07 14:39,48.09890542,-125.4752045,Gear Track Midpoint,127.8,Bottom Depth,15.8,1.530144,7.1
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008030,Fisheries Assessment Acceptable,8/22/07,8/22/07 16:47,48.11920529,-125.7355835,Gear Track Midpoint,287.4,Bottom Depth,15.7,1.635576,6.44
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008031,Fisheries Assessment Acceptable,8/22/07,8/22/07 19:28,47.99520476,-125.554189,Gear Track Midpoint,172.6,Bottom Depth,16.2,1.578306,6.91
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008032,Fisheries Assessment Acceptable,8/23/07,8/23/07 6:29,47.89896417,-125.0651403,Gear Track Midpoint,130.4,Bottom Depth,16,1.689039,7.11
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008033,Fisheries Assessment Acceptable,8/23/07,8/23/07 9:44,47.77210782,-125.3335278,Gear Track Midpoint,905.9,Bottom Depth,19.6,2.474739,3.79
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008034,Fisheries Assessment Acceptable,8/23/07,8/23/07 12:12,47.66510116,-125.1449082,Gear Track Midpoint,580.7,Bottom Depth,16.1,1.567485,5.1
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008035,Fisheries Assessment Acceptable,8/23/07,8/23/07 16:42,47.26549622,-124.7966224,Gear Track Midpoint,148.6,Bottom Depth,15.6,1.690872,7.14
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008036,Fisheries Assessment Acceptable,8/24/07,8/24/07 7:01,46.97208774,-124.9833062,Gear Track Midpoint,336.5,Bottom Depth,18.1,1.995632,6.35
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008037,Fisheries Assessment Acceptable,8/24/07,8/24/07 9:25,46.85825003,-124.9784052,Gear Track Midpoint,504.4,Bottom Depth,15.5,1.646734,5.3
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008038,Fisheries Assessment Acceptable,8/24/07,8/24/07 16:07,46.03710854,-124.913457,Gear Track Midpoint,917.6,Bottom Depth,17,1.718858,3.79
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008039,Fisheries Assessment Acceptable,8/24/07,8/24/07 18:23,46.03647597,-124.7396699,Gear Track Midpoint,316.4,Bottom Depth,16.2,1.707476,5.96
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008040,Fisheries Assessment Acceptable,8/25/07,8/25/07 6:36,45.92319148,-124.5671358,Gear Track Midpoint,162,Bottom Depth,15.8,1.702176,7.13
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008041,Fisheries Assessment Acceptable,8/25/07,8/25/07 9:41,45.94366945,-124.6029547,Gear Track Midpoint,167.9,Bottom Depth,16.5,1.83862,7.11
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008042,Fisheries Assessment Acceptable,8/25/07,8/25/07 12:29,45.80755453,-124.7074168,Gear Start Haulback,308.9,Bottom Depth,16.9,1.787553,6.3
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008043,Fisheries Assessment Acceptable,8/25/07,8/25/07 14:46,45.87501755,-124.8063847,Gear Track Midpoint,774.7,Bottom Depth,16.5,1.85969,4.26
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008044,Fisheries Assessment Acceptable,8/26/07,8/26/07 6:45,45.78059945,-125.0251336,Gear Track Midpoint,984.1,Bottom Depth,19.9,2.284137,3.75
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008045,Fisheries Assessment Acceptable,8/26/07,8/26/07 9:31,45.70535303,-124.7876214,Gear Start Haulback,584.1,Bottom Depth,17.8,1.8864,4.84
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008046,Fisheries Assessment Acceptable,8/26/07,8/26/07 12:46,45.44159801,-124.5352368,Gear Track Midpoint,449.1,Bottom Depth,17.3,1.8315,5.6
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008047,Fisheries Assessment Acceptable,8/27/07,8/27/07 6:34,45.00514005,-124.1002288,Gear Track Midpoint,66.3,Bottom Depth,16.6,1.524651,7.64
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,1,200703008048,Fisheries Assessment Acceptable,8/27/07,8/27/07 8:30,44.80561797,-124.1979002,Gear Track Midpoint,75.6,Bottom Depth,16.8,1.702272,7.53
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,2,200703008049,Fisheries Assessment Acceptable,9/3/07,9/3/07 6:48,44.90699777,-124.6239972,Gear Track Midpoint,430.2,Bottom Depth,16,1.694175,5.87
Groundfish Slope and Shelf Combination Survey,Cycle 2007,Excalibur,2,200703008050,Fisheries Assessment Acceptable,9/3/07,9/3/07 8:53,44.84235784,-124.7157157,Gear Track Midpoint,448.6,Bottom Depth,17.3,1.867824,5.9
